scheduleid,routeid,scheduleday,scheduletime,
1439,36,2,1037,
1440,36,2,1082,
1441,36,2,1172,
1442,36,2,1217,
1443,36,2,1262,
1444,36,2,1307,
1445,36,2,1352,
1446,36,2,1397,
1447,36,0,678,
1448,36,0,723,
1449,36,0,768,
1450,36,0,813,
1451,36,0,858,
1452,36,0,903,
1453,36,0,948,
1454,36,0,1113,
1455,36,0,1158,
1456,36,0,1203,
1457,36,0,1248,
1458,36,0,1293,
1459,36,0,1338,
1460,36,0,1383,
1461,36,1,438,
1462,36,1,483,
1463,36,1,528,
1464,36,1,573,
1465,36,1,618,
1466,36,1,663,
1467,36,1,708,
1468,36,1,813,
1469,36,1,858,
1470,36,1,903,
1471,36,1,948,
1472,36,1,993,
1473,36,1,1038,
1474,36,1,1083,
1475,36,1,1173,
1476,36,1,1218,
1477,36,1,1263,
1478,36,1,1308,
1479,36,1,1353,
1480,36,1,1398,
1481,36,2,438,
1482,36,2,483,
1483,36,2,528,
1484,36,2,573,
1485,36,2,618,
1486,36,2,663,
1487,36,2,708,
1488,36,2,813,
1489,36,2,858,
1490,36,2,903,
1491,36,2,948,
1492,36,2,993,
1493,36,2,1038,
1494,36,2,1083,
1495,36,2,1173,
1496,36,2,1218,
1497,36,2,1263,
1498,36,2,1308,
1499,36,2,1353,
1500,36,2,1398,
1501,37,0,679,
1502,37,0,724,
1503,37,0,769,
1504,37,0,814,
1505,37,0,859,
1506,37,0,904,
1507,37,0,949,
1508,37,0,1114,
1509,37,0,1159,
1510,37,0,1204,
1511,37,0,1249,
1512,37,0,1294,
1513,37,0,1339,
1514,37,0,1384,
1515,37,1,439,
1516,37,1,484,
1517,37,1,529,
1518,37,1,574,
1519,37,1,619,
1520,37,1,664,
1521,37,1,709,
1522,37,1,814,
1523,37,1,859,
1524,37,1,904,
1525,37,1,949,
1526,37,1,994,
1527,37,1,1039,
1528,37,1,1084,
1529,37,1,1174,
1530,37,1,1219,
1531,37,1,1264,
1532,37,1,1309,
1533,37,1,1354,
1534,37,1,1399,
1535,37,2,439,
1536,37,2,484,
1537,37,2,529,
1538,37,2,574,
1539,37,2,619,
1540,37,2,664,
1541,37,2,709,
1542,37,2,814,
1543,37,2,859,
1544,37,2,904,
1545,37,2,949,
1546,37,2,994,
1547,37,2,1039,
1548,37,2,1084,
1549,37,2,1174,
1550,37,2,1219,
1551,37,2,1264,
1552,37,2,1309,
1553,37,2,1354,
1554,37,2,1399,
1555,38,0,693,
1556,38,0,738,
1557,38,0,783,
1558,38,0,828,
1559,38,0,873,
1560,38,0,918,
1561,38,0,963,
1562,38,0,1128,
1563,38,0,1173,
1564,38,0,1218,
1565,38,0,1263,
1566,38,0,1308,
1567,38,0,1353,
1568,38,0,1398,
1569,38,1,453,
1570,38,1,498,
1571,38,1,543,
1572,38,1,588,
1573,38,1,633,
1574,38,1,678,
1575,38,1,723,
1576,38,1,828,
1577,38,1,873,
1578,38,1,918,
1579,38,1,963,
1580,38,1,1008,
1581,38,1,1053,
1582,38,1,1098,
1583,38,1,1188,
1584,38,1,1233,
1585,38,1,1278,
1586,38,1,1323,
1587,38,1,1368,
1588,38,1,1413,
1589,38,2,453,
1590,38,2,498,
1591,38,2,543,
1592,38,2,588,
1593,38,2,633,
1594,38,2,678,
1595,38,2,723,
1596,38,2,828,
1597,38,2,873,
1598,38,2,918,
1599,38,2,963,
1600,38,2,1008,
1601,38,2,1053,
1602,38,2,1098,
1603,38,2,1188,
1604,38,2,1233,
1605,38,2,1278,
1606,38,2,1323,
1607,38,2,1368,
1608,38,2,1413,
